address,latitude,longitude
"Athens, AL Supercharger, 21282 Athens-Limestone Blvd, Athens, AL 
",34.7854036,-86.942821
"Auburn Alabama Supercharger, 1627 Opelika Road, Auburn, AL 36830
",32.6276348,-85.4449751
"Birmingham, AL Supercharger, 2221 Richard Arrington Junior Blvd, Birmingham, AL 35203-1103
",33.5254609,-86.8086177
"Greenville Supercharger, 219 Interstate Drive, Greenville, AL 36037
",31.8559218,-86.6358447
"Mobile Supercharger, 3201 Airport Blvd, Mobile, AL 36606
",30.6715826,-88.1184304
"Oxford, AL Supercharger, 1105 Oxford Exchange Blvd, Oxford, AL 36203-0000
",33.609978,-85.782081
"Steele Supercharger, 905 Steele Station Road, Steele, AL 35987
",33.9338611,-86.1916401
"Buckeye, AZ Supercharger, 416 S Watson Rd, Buckeye, AZ 85326
",33.443028,-112.556885
"Casa Grande, AZ Supercharger, 2453 E. Florence Blvd., Casa Grande, AZ 85194
",32.8790884,-111.6815833
"Cordes Lakes, AZ Supercharger, 14925 Cordes Lakes Rd, Mayer, AZ 86333
",34.327476,-112.1184772
"Flagstaff, AZ Supercharger, 2650 South Beulah Blvd, Flagstaff, AZ 86001
",35.174181,-111.6632068
"Gila Bend, AZ Supercharger, 826 W Pima St., Gila Bend, AZ 85337
",32.9437151,-112.7340117
"Holbrook, AZ Supercharger, 2096 Navajo Blvd, Holbrook, AZ 86025
",34.9230654,-110.1455519
"Kingman, AZ Supercharger, 789 W Beale St, Kingman, AZ 86401
",35.1913365,-114.0656212
"Page Supercharger, 600 Clubhouse Drive, Page, AZ 86040
",36.924956,-111.468039
"Quartzsite, AZ Supercharger, 1451 West Main St, Quartzsite, AZ 85346
",33.6607781,-114.2417203
"Scottsdale, AZ - N. Scottsdale Road Supercharger, 15059 N. Scottsdale Rd, Scottsdale, AZ 85254-2421
",33.6235198,-111.9229977
"Tucson, AZ Supercharger, 9255 S Rita Rd, Tucson, AZ 85747
",32.0842871,-110.8036261
"Wickenburg, AZ Supercharger, 155 N Tegner, Wickenburg, AZ 85390
",33.9702356,-112.7314863
"Willcox, AZ Supercharger, 1251 Virginia Avenue, Willcox,  85643-1022
",32.2697597,-109.8456809
"Yuma, AZ Supercharger, 310 N Madison Ave, Yuma, AZ 85364
",32.726656,-114.6191637
"Little Rock Supercharger, 11201 Bass Pro Parkway, Little Rock, AR 
",34.6609511,-92.4079485
"Atascadero, CA Supercharger, 6950 El Camino Real, Atascadero, CA 93422
",35.4863681,-120.6656
"Baker, CA Supercharger, 71808 Baker Blvd, Baker, CA 92309-0000
",35.2627028,-116.0809395
"Bakersfield Supercharger, 29541 Stockdale Hwy, Bakersfield, CA 93314
",35.3546585,-119.3316814
"Barstow Supercharger, 2812 Lenwood Road, Barstow, CA 92311
",34.8491478,-117.0854117
"Buellton, CA Supercharger, 555 McMurray Rd, Buellton, CA 93427
",34.614627,-120.188643
"Buena Park Supercharger, 6692 Auto Center Drive, Buena Park, CA 90621
",33.8636442,-117.9905884
"Burbank - North Third Street, 495 North Third Street, Burbank, CA 91502
",34.1849124,-118.3117213
"Buttonwillow Supercharger, 20673 Tracy Ave., Buttonwillow, CA 93206
",35.4000972,-119.3977561
"Cabazon Supercharger, 48400 Seminole Drive, Cabazon, CA 92230
",33.9313268,-116.820061
"Corning, CA Supercharger, 950 Hwy 99 W, Corning, CA 96021
",39.9264575,-122.1983849
"Crescent City Supercharger, 1000 Front Street, Crescent City, CA 95531
",41.7525238,-124.1944671
"Culver City Supercharger, 6000 Sepulveda Blvd., Culver City, CA 90230
",33.9866751,-118.3902379
"Dublin-Amador Plaza, 6701 Amador Plaza Road, Dublin, CA 94568
",37.7028478,-121.9250813
"El Centro Supercharger, 3551 S Dogwood Rd, El Centro, CA 92243
",32.7608468,-115.5324472
"Eureka Supercharger, 3300 Broadway St., Eureka, CA 95501
",40.7787612,-124.1884423
"Fish Camp Supercharger, 1122 Highway 41, Fish Camp, CA 93623
",37.4737761,-119.6358808
"Folsom - Palladio Parkway Supercharger, 220 Palladio Parkway, Folsom, CA 95630
",38.64714,-121.118423
"Folsom, CA - Iron Point Road Supercharger, 220 Iron Point Rd, Folsom, CA 95630
",38.6422743,-121.188212
"Fountain Valley Supercharger, 17940 Newhope St, Fountain Valley, CA 92708
",33.7027789,-117.9341991
"Fremont, 45500 Fremont Blvd, Fremont, CA 94538
",37.4960108,-121.9482053
"Fresno Supercharger, 6709 N Riverside Dr, Fresno, CA 93722
",36.8354357,-119.9105572
"Gilroy Supercharger, Gilroy Premium Outlets, Gilroy, CA 95020
",37.0244042,-121.5653015
"Groveland Supercharger, 11875 Ponderosa Lane, Groveland, CA 95321
",37.8387456,-120.2318111
"Gustine Supercharger, 12411 CA-33, Gustine, CA 95322
",37.1093757,-121.0175502
"Harris Ranch Supercharger, 24505 W Dorris Ave, Coalinga, CA 93210
",36.2541698,-120.2378374
"Indio Supercharger, 42100 Jackson St, Indio, CA 92203
",33.741313,-116.215011
"Inyokern Supercharger, 1353 Brown Road, Inyokern, CA 93527
",35.6464397,-117.8126621
"Kettleman City, CA Supercharger, 27675 Bernard Drive, Kettleman City, CA 93239
",35.9877522,-119.9619779
"Lone Pine Supercharger, 701 S Main St, Lone Pine, CA 93545
",36.6008275,-118.0617151
"Los Angeles Supercharger, 1 Rocket Rd, Hawthorne, CA 90250
",33.9209838,-118.3299825
"Mammoth Lakes Supercharger, 1475 Tavern Road, Mammoth Lakes, CA 93546
",37.644518,-118.965497
"Manteca Supercharger, 960 Perimeter Dr, Manteca, CA 95337
",37.782622,-121.2286793
"Mojave Supercharger, 16940 California 14, Mojave, CA 93501
",35.06877,-118.1742072
"Monterey Supercharger, 1410 Del Monte Center, Monterey, CA 93940-6168
",36.5857686,-121.8987092
"Monterey-Seaside, 1901 Del Monte Blvd, Seaside, CA 93955
",36.6171238,-121.8438038
"Mountain View Supercharger, 1401 N. Shoreline Blvd., Mountain View, CA 94043
",37.4153149,-122.076656
"Mt. Shasta Supercharger, 111 Morgan Way, Mt. Shasta, CA 96067
",41.3101262,-122.3175028
"Mt. Shasta, CA - 134 Morgan Way Supercharger, 134 Morgan Way, Mt. Shasta, CA 96067-2501
",41.3103226,-122.3159343
"Napa Supercharger, 221 Devlin Rd, Napa, CA 94558
",38.2355453,-122.2638788
"Needles Supercharger, 2451 Needles HWY, Needles, CA 92363
",34.8507687,-114.6243216
"Oxnard Supercharger, 2751 Park View Ct, Oxnard, CA 93036
",34.2380515,-119.177996
"Petaluma Supercharger, 401 Kenilworth Drive, Petaluma, CA 94952
",38.2427257,-122.6251003
"Rancho Cucamonga Supercharger, 12642 Cultural Center Dr., Rancho Cucamonga, CA 91739
",34.1137365,-117.5293784
"Redondo Beach Supercharger, 2410 Marine Avenue, Redondo Beach, CA 90278
",33.8942472,-118.3673906
"Riverside, CA Supercharger, 3370 9th St, Riverside,  92501
",33.9815202,-117.3760966
"Roseville, CA Supercharger, 1151 Galleria Blvd, Roseville, CA 95678
",38.7714159,-121.2662196
"Sacramento, CA Supercharger, 3668 N. Freeway Blvd, Sacramento, CA 95834-0000
",38.6377808,-121.4970496
"Sacramento-Rocklin, 4361 Granite Drive, Rocklin, CA 95677
",38.800372,-121.2107105
"Salinas, CA Supercharger, 1606 North Main Street, Salinas, CA 93906-5102
",36.7156358,-121.6539541
"San Clemente, CA Supercharger, 101 West Avenida Vista Hermosa, San Clemente, CA 92672-7706
",33.4367795,-117.6268917
"San Diego Supercharger, 10155 Pacific Heights Blvd, San Diego, CA 92121
",32.9021234,-117.1935467
"San Juan Capistrano, CA Supercharger, 31971 Camino Capistrano, San Juan Capistrano, CA 92675
",33.4984393,-117.6631115
"San Mateo Supercharger, 1200 Park Place, San Mateo, CA 94403
",37.5446839,-122.2901514
"San Mateo, CA - Bridgepointe Pkwy Supercharger, 2220 Bridgepointe Pkwy, San Mateo, CA 94404-1569
",37.558265,-122.284412
"Santa Ana Supercharger, 2800 N. Main Street, Santa Ana, CA 92705-6607
",33.775866,-117.87198
"Tejon Ranch Supercharger, 5602 Dennis McCarthy Dr, Lebec, CA 93243
",34.9871993,-118.946181
"Temecula Supercharger, 40820 Winchester Rd., Temecula, CA 92591
",33.5240839,-117.1525876
"Truckee Brockway Road Supercharger, 11209 Brockway Road, Truckee, CA 96161
",39.3218493,-120.1621572
"Truckee Donner Pass Supercharger, 11290 Donner Pass Rd, Truckee, CA 96161
",39.3275233,-120.2074168
"Twentynine Palms Supercharger, 73829 Baseline Road, Twentynine Palms, CA 92277-4125
",34.120513,-116.053149
"Ukiah Supercharger, 250 W Clay St., Ukiah, CA 95482
",39.148006,-123.2085267
"Vacaville Supercharger, 321 Nut Tree Road, Vacaville, CA 95687
",38.3666054,-121.9583271
"Yermo, CA Supercharger, 36017 Calico Road, Yermo, CA 92398
",34.9072118,-116.834431
"Brush Supercharger, 1156  CO-71, Brush, CO 80723-2902
",40.2713833,-103.622438
"Colorado Springs Supercharger, 215 North Cascade Avenue, Colorado Springs, CO 80903
",38.8373289,-104.8245869
"Denver, CO Supercharger, 4310 Airport Way, Denver, CO 80239
",39.7747926,-104.7951577
"Glenwood Springs, CO Supercharger, 125 Wulfsohn Rd, Glenwood Springs, CO 81601
",39.5526701,-107.3401701
"Grand Junction, CO Supercharger, 2424 U.S-6, Grand Junction, CO 81505
",39.0907153,-108.6042458
"Limon, CO Supercharger, 2221 6th St., Limon, CO 80828
",39.2690403,-103.7085376
"Lone Tree, CO - Park Meadows Center Drive, 8401 Park Meadows Center Drive, Lone Tree, CO 80124-5128
",39.562641,-104.876604
"Loveland Supercharger, 4705 Clydesdale Parkway, Loveland, CO 80538-9347
",40.441435,-104.991124
"Silverthorne, CO Supercharger, 309 Rainbow Dr, Silverthorne, CO 80498
",39.6314114,-106.0708633
"Trinidad Supercharger, 9960 Santa Fe Trail, Trinidad, CO 81082
",37.1338292,-104.5197723
"Darien, CT North Supercharger, I-95 North after exit 12, Darien, CT 06820
",41.0802962,-73.4613145
"Darien, CT South Supercharger, I-95 South after exit 10, Darien, CT 06820
",41.0673152,-73.5049202
"Greenwich, CT North Supercharger, 3000 Merritt Parkway, Greenwich, CT 6830
",41.0415934,-73.6716664
"Greenwich, CT South Supercharger, 2000 Merritt Parkway, Greenwich, CT 6830
",41.0405492,-73.6735405
"Manchester, CT Supercharger, 1470 Pleasant Valley Road, Manchester, CT 06042-8764
",41.80453,-72.562269
"Milford - Boston Post Road Supercharger, 1201 Boston Post Road, Milford, CT 6460
",41.2380106,-73.0361277
"Milford, CT North Supercharger, Milford Travel Plaza, Milford, CT 6460
",41.2457596,-73.0084526
"Milford, CT South Supercharger, Travel Plaza, Milford, CT 6460
",41.246293,-73.010422
"West Hartford Supercharger, 1445 New Britain Ave., West Hartford, CT 6110
",41.7226914,-72.7597388
"Lewes, DE Supercharger, 17663 Dartmouth Drive, Lewes, DE 19958-4203
",38.7443474,-75.153325
"Newark Supercharger, 530 JFK Memorial Highway, Newark, DE 19725
",39.6619802,-75.691442
"Brandon, FL Supercharger, 2400 W Brandon Blvd, Brandon, FL 33511
",27.9406603,-82.3235499
"DeFuniak Springs Supercharger, Corner of Baldwin Ave. & 10th Street, DeFuniak Springs, FL 32435
",30.7206306,-86.1167929
"Florida City Supercharger, 33505 South Dixie Hwy, Florida City, FL 
",25.456566,-80.474334
"Fort Drum Supercharger, 184 Florida's Turnpike, Okeechobee, FL 34972
",27.6006702,-80.8227979
"Fort Myers, FL Supercharger, Gulf Coast Town Center, Fort Myers, FL 33913
",26.4855933,-81.7872154
"Lake City, FL Supercharger, 2941 W US Hwy 90, Lake City, FL 32055
",30.1814649,-82.67957
"Live Oak Supercharger, 6458 US-129, Live Oak, FL 32060
",41.1159819,-101.7093734
"Marathon Supercharger, 9400 Overseas Hwy., Marathon, FL 33050
",24.7260508,-81.0479638
"Naples Supercharger, 499 Bayfront Place, Naples, FL 34102-6454
",26.144234,-81.789356
